region,type,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28
Idaho,all_day_ratio_single_tile_users,5.7127,4.7512,4.3445,4.1236,3.9827,3.8886,4.0592,4.0292,4.0236,4.0027,4.0124,4.051,4.0653,4.1402,4.3553,4.4339,4.6069,4.7953,4.9735,5.1395,5.188,5.2319,5.4209,5.6103,5.7867,5.9892,6.2202,6.453,6.6969,6.8583,6.9689,6.998,6.9891,6.9225,6.8643,6.8212,6.7591,6.6462,6.5581,6.4467,6.3597,6.3328,6.3288,6.2774,6.2851,6.3,6.282,6.2741,6.1556,5.9881,5.9024,5.8444,5.8318,5.9312,5.9369,5.9453,5.9393,6.0183,5.9998,5.9259,5.8232,5.7243,5.6121,5.5496,5.4047,5.3082,5.3222,5.2777,5.2759,5.2485,5.1306,5.1189,5.1643,5.143,5.1397,5.1723,5.1835,5.2826,5.2886,5.2529,5.2634,5.2225,5.2466,5.2992,5.1397,5.289,5.2531,5.1064,5.0101,4.8981,4.7757,4.7537,4.5249,4.4725,4.4624,4.4646,4.4527,4.4775,4.6026,4.6846,4.7164,4.7124,4.7044,4.6903,4.6889,4.6161,4.5664,4.6039,4.6584,4.6718,4.6535,4.5876,4.4582,4.4042,4.3135,4.2633,4.2598,4.2752,4.2775,4.3928,4.4997,4.5607,4.5704,4.5448,4.5517,4.5466,4.4524,4.3721,4.3557,4.3551,4.3981,4.425,4.4502,4.4903,4.4948,4.4891,4.5043,4.507,4.5047,4.507,4.4952,4.495,4.4946,4.494,4.496,4.4871,4.5,4.5036,4.5164,4.5078,4.4957,4.5132,4.4774,4.4353,4.407,4.359,4.3176,4.2785,4.2266,4.2564,4.2848,4.2964,4.3117,4.3429,4.3592,4.3536,4.3151,4.2932,4.3055,4.2962,4.2726,4.2644,4.2684,4.3093,4.2967,4.2703,4.2674,4.2614,4.2454,4.2153,4.1702
Illinois,all_day_bing_tiles_visited_relative_change,10.0142,7.3445,7.5859,7.8934,8.0488,7.681,7.4862,7.3167,7.021,6.4913,5.9598,5.2276,4.9054,2.7784,0.9148,0.0499,-1.4216,-3.9572,-6.621,-9.0886,-11.2554,-15.7833,-18.7388,-21.2181,-22.1786,-22.7919,-24.0598,-24.9534,-23.7073,-22.6772,-22.2348,-21.5336,-21.0717,-20.2853,-19.8298,-19.2512,-19.2525,-18.4873,-18.6672,-19.0187,-19.3741,-18.7742,-19.6622,-20.1005,-20.4775,-20.1302,-19.4322,-19.7626,-19.0373,-17.0809,-15.8273,-14.9831,-14.7496,-15.1839,-14.3902,-15.3716,-15.0986,-14.9858,-14.8766,-15.4487,-14.558,-13.2617,-10.7631,-10.1285,-9.782,-10.2226,-9.1566,-8.5566,-9.079,-9.0016,-8.9479,-8.9722,-7.9877,-7.7931,-8.1288,-7.7246,-7.8785,-8.7577,-8.5844,-8.8884,-8.9157,-8.218,-7.522,-7.049,-4.7416,-5.9508,-5.4479,-5.2512,-5.3668,-5.2795,-4.5277,-4.0095,-1.5881,-0.7556,0.2268,1.0841,1.2884,1.4185,1.6085,1.7143,1.0278,0.8794,1.1179,1.7112,2.0909,2.304,2.3807,3.489,3.9411,4.0075,4.0426,3.8418,3.6125,3.1569,2.8344,2.9349,3.1462,2.9134,2.701,2.6638,2.9575,2.6993,2.7229,3.1898,3.3523,1.9735,2.2945,2.2522,2.6371,2.3254,1.484,1.3567,2.9313,2.7824,2.9648,3.0042,2.6769,2.6354,2.4381,2.104,1.5035,1.2305,0.6369,0.5705,0.6902,0.79,1.0758,1.4471,1.1976,1.6499,1.8435,1.2058,1.2228,0.7758,0.6822,1.2036,1.5159,1.8704,2.6039,2.7076,3.1982,3.1638,2.6624,2.5592,2.4658,2.3238,2.2348,2.0449,2.4453,2.9414,2.8189,2.8728,2.9552,2.8497,2.9409,2.5552,2.2715,2.0956,1.7329,1.4576,1.1436
Illinois,all_day_ratio_single_tile_users,16.9409,14.7663,13.6193,13.0512,12.7397,12.4562,12.7018,12.6236,12.748,12.9472,13.0646,13.1859,13.2276,13.8091,14.4626,14.7317,15.2003,16.277,17.402,18.3916,19.358,21.4595,22.8553,24.1045,24.4706,24.7965,25.2225,25.4633,24.699,24.1621,23.9154,23.6391,23.3577,23.0286,22.8957,22.5395,22.5598,22.1323,22.153,22.4114,22.6598,22.3172,22.5885,22.9124,23.2988,23.4717,23.3068,23.5785,23.4921,22.9027,22.4009,22.097,21.8786,22.0468,21.6268,22.1521,22.1238,22.1165,22.0267,22.4219,22.0082,21.5506,20.4419,20.171,20.0958,20.3274,19.7831,19.5747,19.8608,19.9495,20.0089,20.0293,19.6667,19.716,19.8994,19.706,19.7357,20.2141,20.174,20.3005,20.1537,19.9193,19.6957,19.5453,18.6049,18.9753,18.6193,18.5304,18.4922,18.3903,18.1352,17.9714,17.0675,16.852,16.5105,16.2073,16.1778,16.1545,16.1446,16.1177,16.3425,16.4076,16.3164,16.1832,16.0746,15.9654,15.9302,15.5549,15.3854,15.344,15.3543,15.4542,15.4474,15.6214,15.7076,15.7,15.6929,15.6933,15.6994,15.8212,15.7172,15.822,15.8466,15.7567,15.8153,15.8195,15.5679,15.5492,15.4528,15.4892,15.6899,15.6258,15.5667,15.7535,15.6683,15.5617,15.6855,15.6493,15.6687,15.7609,15.9303,16.0035,16.1953,16.1175,16.0819,16.0782,16.0223,15.9074,16.0278,15.8972,15.833,16.024,16.0002,16.0699,16.0314,15.834,15.7145,15.615,15.3419,15.2859,15.1243,15.1898,15.2899,15.335,15.3821,15.4457,15.4794,15.5417,15.4239,15.3155,15.339,15.2957,15.2122,15.1899,15.1717,15.2344,15.2693,15.3076,15.3892,15.5035,15.6023
Indiana,all_day_bing_tiles_visited_relative_change,8.1437,5.6243,6.2598,6.5613,7.1008,6.6105,6.6518,6.6134,7.0464,6.4172,5.8848,5.3176,5.1878,3.0188,0.9491,-0.3698,-1.7065,-3.793,-6.055,-8.3679,-10.3714,-13.1887,-15.0568,-16.7689,-18.6184,-20.2272,-22.1104,-23.4999,-24.0199,-24.7571,-25.5666,-25.2711,-24.7526,-23.6082,-22.8811,-22.4541,-22.0418,-21.2205,-20.6042,-20.7568,-21.677,-21.2331,-21.6879,-22.3391,-22.5958,-22.5698,-21.8896,-21.6566,-21.0492,-19.4384,-17.7091,-16.673,-15.9883,-16.3944,-15.3216,-15.3633,-15.5422,-15.3077,-14.8462,-15.2581,-14.7589,-13.7013,-11.5952,-9.9348,-9.3445,-9.685,-8.6291,-7.2665,-7.7491,-8.06,-7.8416,-8.1042,-7.1924,-6.7018,-6.7807,-6.2636,-5.8187,-6.0039,-6.0318,-6.296,-6.3332,-5.746,-4.5782,-3.9175,-2.0429,-2.5764,-1.4795,-0.9563,-0.864,-1.2427,-0.8965,-0.6463,1.4449,1.9098,2.6156,3.0747,3.5006,3.7546,3.9521,3.9566,3.3783,2.7748,3.1774,3.5281,3.791,3.9615,4.1676,4.9076,5.6114,5.6145,5.7946,5.9688,5.8377,5.4481,5.0455,4.9423,5.0879,4.857,3.9104,3.4494,3.449,3.4649,3.6409,4.1826,4.0189,3.0709,3.7032,3.7544,3.7718,3.2525,2.2986,2.2315,3.7904,3.3752,3.5444,3.7449,4.0449,3.9417,4.0731,3.8547,3.564,3.2347,2.7933,2.1673,2.1809,2.1685,2.2369,2.6652,2.5054,2.547,2.9138,2.4914,2.4459,1.6998,1.0434,1.4488,1.7737,2.0344,2.7627,2.8694,3.695,4.3898,4.1315,3.8321,3.593,3.2584,3.1964,2.9383,2.8758,3.1584,3.2732,3.4658,3.7667,4.0133,4.1178,3.9401,3.7691,3.7939,3.5951,3.2844,2.7739
Indiana,all_day_ratio_single_tile_users,16.7908,14.7952,13.6526,13.033,12.6561,12.506,12.722,12.7194,12.6539,12.868,13.0162,13.1443,13.1351,13.7646,14.447,14.8872,15.3838,16.2028,17.1394,17.9743,18.7741,19.9416,20.7165,21.4937,22.2535,22.8889,23.6315,24.1004,24.259,24.5667,24.9808,24.9476,24.7234,24.242,23.9301,23.6962,23.5115,23.0436,22.7391,22.8828,23.3273,23.1379,23.2882,23.7413,23.9694,24.1984,24.0207,24.0712,23.9702,23.4291,22.7243,22.4208,22.1137,22.3851,21.861,21.9444,22.1448,22.0525,21.8242,21.9678,21.7809,21.4156,20.6607,20.0324,19.8893,20.0423,19.6202,19.0198,19.2979,19.4854,19.4218,19.5542,19.1754,19.0124,19.0067,18.7279,18.5163,18.5889,18.4639,18.5263,18.5258,18.3527,18.0332,17.8103,17.1251,17.3421,16.9906,16.7767,16.7328,16.7818,16.7324,16.7235,16.008,15.8011,15.6289,15.4747,15.3768,15.2862,15.2498,15.2347,15.4217,15.4897,15.3231,15.201,15.1623,15.0877,15.0192,14.8075,14.6116,14.6039,14.5601,14.5157,14.5185,14.6749,14.7693,14.7823,14.7405,14.7934,15.034,15.273,15.2643,15.2873,15.3322,15.3256,15.4601,15.401,15.04,15.0182,15.0245,15.0827,15.21,15.1112,14.9887,15.2485,15.1972,15.1157,15.0566,15.0652,15.0575,15.1375,15.2485,15.3257,15.4557,15.5791,15.561,15.5627,15.5411,15.4514,15.5184,15.489,15.4197,15.5997,15.5795,15.7067,15.8278,15.6599,15.5466,15.4281,15.1287,15.0313,14.8305,14.636,14.7086,14.7414,14.8082,14.8691,14.9391,15.0192,15.0551,14.9532,14.9433,14.8618,14.794,14.7286,14.677,14.6812,14.7038,14.6991,14.7672,14.8273,14.96
Iowa,all_day_bing_tiles_visited_relative_change,7.7737,5.0339,5.2373,5.3002,5.0945,5.3532,5.3263,5.504,5.0941,4.8585,4.6215,4.5261,4.1707,2.1695,0.6508,0.4345,-0.6096,-2.7885,-5.3715,-8.3368,-9.9973,-13.0225,-14.9882,-16.5488,-17.2241,-17.2281,-17.399,-18.3972,-18.4244,-17.8157,-17.3862,-16.7895,-16.8072,-17.1118,-16.3577,-15.0705,-15.3979,-15.1605,-15.519,-15.7406,-15.1433,-15.0034,-17.9759,-18.6736,-19.5267,-19.0316,-18.3975,-18.3092,-17.1883,-13.4588,-12.0586,-10.7727,-10.2749,-9.4315,-8.9385,-8.8074,-8.135,-7.6257,-7.8996,-8.2874,-7.7865,-6.2454,-5.0333,-4.1061,-4.0123,-4.24,-3.7024,-3.903,-4.4011,-4.5353,-5.5237,-5.5115,-4.4653,-4.3005,-4.3193,-3.6279,-3.426,-3.6579,-3.6601,-3.7041,-3.1648,-2.3625,-2.1594,-1.8087,-0.2518,-1.3684,-1.5031,-1.5254,-2.0087,-1.924,-1.6355,-1.3124,0.8709,1.7827,2.3908,3.2589,3.2412,3.7489,4.1172,4.0194,3.32,2.6481,2.814,3.3132,3.4582,3.8908,4.2761,5.4246,6.371,6.3182,5.7753,5.2886,5.2526,4.3295,3.8432,3.8007,3.9426,4.1549,4.5981,4.2431,4.8538,4.9416,4.9368,5.4403,5.3016,3.6786,3.8685,4.0788,3.9541,3.5794,2.6163,2.7128,3.9627,3.7728,3.6149,3.5901,3.3767,3.5421,3.4431,3.1654,3.1178,2.9939,2.8608,3.1684,3.2661,3.3277,3.5028,3.058,2.9763,3.159,3.1712,3.0637,3.4146,3.8922,4.5149,4.9267,5.3391,5.4426,5.5597,5.353,5.2355,4.8408,4.3675,4.675,4.8205,4.9052,4.8533,4.8164,5.2611,5.6723,5.1993,4.9424,4.8817,4.9558,4.8488,4.6849,4.4539,4.1654,3.9388,3.6262,3.2847
Iowa,all_day_ratio_single_tile_users,15.6296,13.229,12.1251,11.596,11.3805,11.0172,11.2356,11.3013,11.4782,11.6216,11.6751,11.6845,11.799,12.3928,12.8655,13.0576,13.4935,14.4058,15.472,16.6071,17.3843,18.6507,19.5026,20.2007,20.5017,20.5918,20.6281,20.9414,20.7762,20.4817,20.2854,20.032,20.0074,20.2759,19.9976,19.501,19.7314,19.6601,19.8382,20.1021,19.8181,19.7068,20.9065,21.2859,21.7002,21.7693,21.6408,21.7413,21.5069,20.2016,19.7469,19.4431,19.1694,18.7745,18.5225,18.4254,18.14,17.8529,17.814,18.0431,17.852,17.3727,16.9409,16.6959,16.6865,16.8049,16.501,16.604,16.7442,16.8102,17.174,17.19,16.8169,16.849,16.8871,16.6506,16.5504,16.7235,16.6675,16.6031,16.2983,15.9824,16.0177,15.9439,15.3664,15.879,15.86,15.8542,15.8708,15.7093,15.5898,15.335,14.4113,14.1309,13.9281,13.7864,13.7886,13.7275,13.7416,13.7523,13.9882,14.152,14.0094,13.877,13.7297,13.6106,13.5764,13.2883,13.0781,13.0744,13.1358,13.2402,13.1412,13.2601,13.2391,13.1377,13.0487,13.0325,12.9665,13.0418,12.9213,12.8693,12.8684,12.8336,12.8505,12.9018,12.7015,12.6521,12.6939,12.8191,13.0057,12.9397,12.9049,13.0521,13.0036,13.007,13.0007,12.8529,12.7976,12.8559,12.8738,12.9208,12.9374,12.7723,12.7446,12.8216,12.7548,12.8592,12.8243,12.7155,12.7382,12.7357,12.5811,12.4365,12.2417,12.0999,12.0507,11.935,11.905,11.9159,11.9658,12.1147,12.2379,12.071,11.9927,11.91,11.894,11.7144,11.4159,11.2727,11.406,11.4531,11.4375,11.4182,11.5509,11.7132,11.7516,11.7677,11.7874,11.8101,11.8716
Kansas,all_day_bing_tiles_visited_relative_change,5.9472,4.7168,5.167,5.056,5.0398,4.8603,4.8703,4.6853,4.2761,3.8441,3.8107,3.6808,3.2427,2.0364,1.0496,0.6646,-0.0954,-1.1008,-2.1637,-3.2596,-4.0476,-5.2543,-5.9974,-6.7518,-7.2346,-7.7722,-8.1192,-8.5209,-8.2871,-8.5893,-8.6361,-8.7669,-8.9608,-9.4179,-9.7759,-10.2375,-10.2165,-9.9892,-10.0391,-9.976,-9.6328,-9.1295,-9.6084,-9.7728,-10.0031,-9.669,-9.5305,-9.6459,-9.3934,-8.0749,-7.4082,-6.856,-7.2905,-7.0556,-6.8246,-6.6589,-6.479,-6.3347,-6.5113,-5.9568,-5.5874,-4.7131,-4.097,-3.7327,-3.7821,-3.177,-2.884,-3.071,-3.2159,-3.1169,-2.8022,-2.7586,-3.3297,-3.6495,-3.3345,-3.3168,-3.386,-3.3461,-2.7477,-1.9052,-1.2007,-0.8264,-0.4709,0.1472,0.4616,-0.5603,-0.9065,-1.0951,-1.471,-1.3348,-1.3425,-1.254,0.0701,0.5787,0.9553,1.4763,1.6377,1.6878,1.7631,1.7075,1.6384,1.5171,1.5506,1.6644,1.8342,1.8602,1.9762,2.2045,2.421,2.4668,2.2581,2.1394,2.3153,2.2024,2.3097,2.29,2.2876,2.5136,2.5817,2.434,2.4682,2.1844,2.3652,2.7499,2.6163,1.7558,1.6096,1.5421,1.3817,1.0634,0.4346,0.3903,0.954,0.8829,0.8238,0.7855,0.7481,0.8517,0.8513,0.8824,0.9002,0.802,0.7536,0.6665,0.6881,0.7431,0.8332,0.8416,0.8183,0.8624,0.6546,0.4073,0.3947,0.5077,0.6574,0.968,1.3113,1.6242,1.8937,1.8381,1.7288,1.5048,1.2818,0.9798,0.9843,0.9028,0.9639,0.966,1.0746,1.1092,1.3051,1.3391,1.4696,1.4887,1.4508,1.4402,1.4665,1.3496,1.2515,1.1519,1.1104
Kansas,all_day_ratio_single_tile_users,8.1306,7.0675,6.4443,6.1753,6.012,5.8766,6.0367,6.1091,6.2361,6.3505,6.3955,6.4577,6.5834,6.8714,7.2246,7.3827,7.6903,8.05,8.4161,8.8314,9.1641,9.6667,9.9437,10.2613,10.4317,10.6029,10.6596,10.7236,10.4766,10.5672,10.5392,10.5797,10.7023,10.9845,11.1958,11.4368,11.421,11.3621,11.3534,11.3156,11.1142,10.782,10.9762,11.1116,11.2317,11.1947,11.2507,11.3137,11.3328,10.8545,10.6022,10.4339,10.6404,10.5143,10.4926,10.4377,10.3464,10.3154,10.3379,10.1554,10.0183,9.6754,9.484,9.3949,9.42,9.2491,9.0876,9.1884,9.2449,9.2146,9.0813,9.0846,9.2899,9.4444,9.3097,9.2954,9.31,9.3947,9.1999,8.9325,8.6818,8.5936,8.5159,8.3623,8.2089,8.6453,8.7227,8.7676,8.8196,8.6853,8.6506,8.6109,8.0406,7.8805,7.7568,7.6413,7.6704,7.7006,7.6858,7.7242,7.7625,7.7974,7.7363,7.6787,7.6236,7.5675,7.5113,7.4814,7.3988,7.3372,7.3834,7.314,7.2608,7.2622,7.1961,7.1839,7.1992,7.1145,7.169,7.2074,7.1657,7.1459,7.0312,6.936,6.9884,6.9764,6.8793,6.8746,6.8538,6.9566,7.0275,6.9704,6.9327,6.9971,6.9865,6.9689,6.9433,6.9353,6.943,6.9548,6.9267,6.9499,6.9793,6.984,6.9787,6.9791,6.9849,7.0068,7.0532,7.056,7.0995,7.1784,7.1654,7.1121,7.0472,6.8819,6.7531,6.6523,6.5354,6.5261,6.5946,6.7018,6.7843,6.8908,6.9165,6.9269,6.9127,6.8574,6.7774,6.735,6.6859,6.6524,6.6202,6.5992,6.5877,6.5618,6.5609,6.5652,6.5544,6.5733,6.5641
Kentucky,all_day_bing_tiles_visited_relative_change,11.5173,8.2601,8.5529,8.5682,8.7021,8.0919,8.0265,7.4637,8.2235,7.4164,6.8672,5.8882,5.3202,2.8816,0.2241,-1.9694,-3.8656,-6.5359,-9.3232,-11.9529,-14.2295,-16.6719,-18.9927,-21.2937,-22.7563,-22.9897,-23.5313,-23.2376,-22.6766,-22.591,-22.8798,-22.6948,-23.2232,-22.8559,-22.6404,-22.4908,-22.3256,-21.2917,-21.552,-21.7125,-22.9183,-23.4466,-25.5559,-26.6183,-26.9916,-25.8836,-24.9655,-24.1204,-23.3971,-20.9409,-19.151,-17.9739,-17.8375,-19.0977,-18.8336,-19.034,-20.1856,-19.792,-19.4267,-19.5324,-18.0017,-16.2028,-13.3077,-10.2856,-9.4275,-9.8278,-9.1986,-8.2781,-9.9577,-10.6732,-9.9078,-10.4082,-9.336,-9.2959,-8.6084,-6.8451,-6.0596,-6.0934,-5.867,-6.2852,-5.6345,-5.9817,-5.6076,-4.9422,-3.7422,-4.3267,-3.0437,-2.6022,-1.8102,-1.7095,-1.3197,-0.984,1.6079,2.2058,3.5847,3.91,4.1624,4.4519,4.8294,4.4689,3.9848,3.2031,3.4624,4.1192,4.5246,3.7771,3.751,4.28,4.5403,4.3063,4.1016,3.7951,4.092,3.5667,3.2926,3.2421,3.4734,3.4898,2.7584,1.3217,1.2082,0.8642,1.1542,1.878,2.037,1.0581,2.6743,3.1656,3.528,2.9499,1.8561,1.2966,2.534,1.7267,1.5335,1.5791,1.7032,1.4283,1.238,0.8252,0.9092,0.5913,0.1394,-0.2424,-0.8077,-0.8484,-0.6099,-0.5583,-0.4005,-0.4667,-0.5642,-0.5338,-0.4279,-1.135,-1.2829,-0.7706,-0.2813,0.2453,1.2552,1.6871,2.9334,3.5798,3.0077,2.6907,2.3892,2.0102,1.3797,0.3549,-0.0804,0.1533,0.2524,0.2796,0.5259,0.6942,0.4265,0.1256,-0.0907,-0.2618,-0.3568,-0.7685,-1.372
Kentucky,all_day_ratio_single_tile_users,22.995,20.8993,19.5966,18.8464,18.3995,18.2314,18.6615,18.7445,18.5832,18.8356,19.0189,19.283,19.4,20.1627,21.1627,21.8108,22.5515,23.6112,24.6661,25.6159,26.5115,27.5227,28.4876,29.5356,30.0258,30.0628,30.2011,29.8082,29.4196,29.4021,29.5794,29.5855,29.9336,29.7847,29.703,29.5791,29.4699,28.8299,28.8166,28.8512,29.4154,29.6003,30.4386,30.8564,31.1813,30.9657,30.7557,30.4872,30.414,29.5741,29.0231,28.5567,28.4441,28.9635,28.915,29.0541,29.7114,29.5429,29.4005,29.5389,28.9413,28.3327,27.3178,26.0254,25.6886,25.8427,25.6547,25.2417,25.8378,26.1505,25.8391,26.0547,25.703,25.7149,25.5299,24.8347,24.6202,24.7614,24.7374,24.9007,24.6598,24.8308,24.7681,24.5981,24.2549,24.4898,23.9731,23.7466,23.4379,23.4206,23.3008,23.1887,22.2775,22.0634,21.6669,21.5683,21.5314,21.4492,21.4423,21.5109,21.6701,21.884,21.7818,21.5691,21.4424,21.5022,21.5492,21.2674,21.0252,21.0766,21.0449,21.051,20.8655,20.9457,21.1032,21.1339,21.0271,20.9978,21.1795,21.7125,21.7227,21.8395,21.7496,21.6145,21.6564,21.4775,20.8285,20.7376,20.5933,20.7249,20.9524,21.0011,21.0482,21.3675,21.2885,21.2094,21.182,21.2126,21.2882,21.3852,21.4106,21.5813,21.7386,21.8593,21.9228,21.8839,21.8482,21.7971,21.7073,21.7011,21.6528,21.769,21.7042,21.8224,21.8033,21.5395,21.3793,21.1847,20.8017,20.6408,20.3884,20.2079,20.4836,20.4965,20.6216,20.7536,20.9053,20.9262,21.0675,20.8822,20.9074,20.7916,20.5926,20.5878,20.7813,20.7857,20.8603,20.8405,20.8564,20.8841,20.9373
Louisiana,all_day_bing_tiles_visited_relative_change,4.2258,5.0589,5.8546,4.7282,4.686,4.49,4.365,4.3144,4.1962,3.6934,4.2038,4.2004,3.8848,3.0246,2.3265,1.5981,0.6701,-0.7524,-2.2468,-4.1385,-5.9705,-8.0748,-9.7657,-11.5742,-12.8464,-13.9951,-14.5316,-14.9134,-15.1339,-15.6371,-15.5767,-15.3385,-15.3634,-15.2769,-15.5802,-15.7541,-15.5304,-15.484,-15.7826,-15.6714,-16.2537,-15.9982,-16.8672,-16.9091,-16.6322,-15.9904,-15.6163,-14.7612,-14.442,-13.798,-13.3483,-12.7607,-13.0363,-13.2432,-13.0241,-12.4368,-11.0602,-10.6459,-10.7783,-10.7699,-10.012,-9.321,-8.6511,-8.1878,-7.7389,-7.0677,-6.0686,-5.7413,-6.4355,-6.4453,-6.0021,-5.8693,-5.643,-5.5767,-5.9169,-5.4326,-5.622,-6.2347,-6.1675,-5.8958,-5.611,-4.8831,-4.2378,-3.7143,-3.075,-4.2719,-4.5737,-4.5916,-4.6062,-4.6936,-4.4422,-4.1116,-2.3355,-1.7861,-1.4886,-1.2396,-0.9509,-0.8416,-1.9439,-3.3463,-3.667,-3.7388,-3.7178,-3.7939,-3.5351,-2.1403,-0.7598,-0.3689,-0.1825,-0.1739,0.0652,0.2272,0.1615,-0.4118,-0.7548,-1.3871,-1.8336,-2.3906,-3.0043,-3.3657,-3.0659,-2.8761,-2.1827,-1.4002,-1.4131,-2.255,-2.485,-2.7087,-3.1591,-3.7162,-4.2832,-4.1988,-3.2918,-3.1143,-2.9967,-2.844,-2.7532,-2.9271,-2.8561,-3.0142,-3.0746,-3.0769,-3.0511,-3.1389,-3.143,-3.4212,-3.7415,-4.2164,-4.485,-4.6422,-4.7071,-4.6053,-4.2869,-3.8827,-3.1925,-2.4399,-1.8821,-1.5687,-1.4686,-1.4338,-1.4318,-1.5545,-1.9165,-2.2822,-2.3544,-2.4762,-2.5055,-2.5924,-2.5307,-2.4732,-2.3298,-2.2174,-2.1086,-2.0303,-1.8506,-1.4326,-1.8717,-2.1426,-2.4543,-4.8695,-4.9047
Louisiana,all_day_ratio_single_tile_users,10.5788,9.2605,8.7015,8.7962,8.619,8.4013,8.5253,8.5657,8.6261,8.7248,8.5266,8.4971,8.5166,8.6412,8.8424,9.0164,9.3497,9.8042,10.2862,10.9211,11.6399,12.3804,12.961,13.644,14.1386,14.5406,14.7507,14.8566,14.9582,15.1884,15.1439,15.0281,15.0839,15.0192,15.1792,15.2169,15.1316,15.1085,15.2287,15.2098,15.4162,15.1413,15.442,15.4708,15.4009,15.2531,15.123,14.8242,14.8327,14.6675,14.4755,14.2431,14.3199,14.3801,14.3238,14.1045,13.5552,13.427,13.5036,13.4304,13.1412,12.8964,12.7019,12.5617,12.3581,12.104,11.8195,11.7622,12.0852,12.1084,11.8354,11.8174,11.7872,11.7479,11.8665,11.6617,11.7293,12.1081,12.0824,11.9585,11.9135,11.6763,11.5327,11.384,11.1589,11.6075,11.6951,11.6311,11.6001,11.5788,11.4809,11.3644,10.7852,10.6185,10.509,10.4379,10.3357,10.2831,10.6754,11.0872,11.1676,11.2295,11.2165,11.1981,11.1505,10.6815,10.2798,10.2008,10.1391,10.1247,10.1451,10.1603,10.1367,10.31,10.4242,10.6643,10.828,10.946,11.0917,11.2257,11.1335,11.0577,10.8242,10.6528,10.7216,10.7852,10.8962,10.979,11.1316,11.2943,11.4156,11.337,11.2117,11.1849,11.1612,11.1117,11.1166,11.2041,11.2233,11.3229,11.3643,11.3801,11.4016,11.4045,11.3611,11.466,11.4988,11.5922,11.6186,11.6964,11.7137,11.6978,11.5533,11.4971,11.2873,11.0904,10.8754,10.7032,10.6545,10.5988,10.5619,10.6144,10.6395,10.6966,10.7399,10.7484,10.8068,10.7937,10.6955,10.7092,10.6895,10.6848,10.6371,10.5443,10.4352,10.3337,10.4805,10.5482,10.6347,11.3272,11.286
