region,type,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28
Vermont,all_day_bing_tiles_visited_relative_change,2.2534,1.6336,1.6091,1.4276,1.5414,1.5182,1.495,1.5077,1.5978,1.5377,1.5588,1.5395,1.4344,1.2978,1.0375,0.8321,0.575,0.279,-0.1562,-0.4939,-0.8356,-1.253,-1.6229,-1.9145,-2.1089,-2.341,-2.5238,-2.7137,-3.0416,-3.2159,-3.2253,-3.2455,-3.2874,-3.3258,-3.2909,-3.117,-2.9836,-2.9425,-2.9988,-3.0312,-3.09,-3.0921,-3.1141,-3.2611,-3.259,-3.1501,-2.9606,-2.7685,-2.6393,-2.3629,-2.0645,-2.0581,-2.131,-2.0161,-1.9201,-1.6732,-1.7227,-1.8188,-1.6285,-1.3766,-1.4201,-1.3451,-1.2559,-0.9342,-0.7676,-0.731,-0.725,-0.4853,-0.432,-0.6832,-0.7956,-0.821,-0.7898,-0.7317,-0.6431,-0.6123,-0.3161,-0.1596,0.0697,0.2331,0.3904,0.4861,0.6983,0.8046,0.9926,0.8803,0.885,0.8803,0.8142,0.7004,0.6098,0.4291,0.5808,0.5233,0.436,0.479,0.573,0.5928,0.7084,0.7379,0.7913,0.9054,0.8626,0.9228,0.9632,0.9222,0.9506,1.0729,1.1235,1.2396,1.2854,1.3922,1.593,1.5942,1.5227,1.411,1.4379,1.3649,1.296,1.1033,1.005,0.9488,0.9952,1.0238,0.9911,0.8822,1.0994,1.244,1.3566,1.3147,1.2424,1.2567,1.2426,1.0389,0.9565,0.8577,0.9148,0.9204,0.8963,1.086,1.2045,1.2177,1.2991,1.2739,1.1845,1.2247,1.2621,1.3066,1.303,1.2658,1.3167,1.4102,1.4774,1.4772,1.3751,1.446,1.2859,1.2635,1.302,1.2603,1.2781,1.3597,1.3391,1.5384,1.5794,1.606,1.6232,1.5892,1.6156,1.6084,1.5825,1.5624,1.5212,1.4751,1.4678,1.4371,1.3853,1.3173,1.2877,1.1994,1.1958
Vermont,all_day_ratio_single_tile_users,2.5782,2.2618,2.0755,2.0069,1.9401,1.8808,1.9273,1.9257,1.8924,1.9112,1.914,1.9228,1.9611,1.9847,2.0487,2.1186,2.2356,2.3578,2.5389,2.6847,2.8454,2.9912,3.1856,3.3503,3.4472,3.5531,3.6283,3.6893,3.8613,3.9433,3.9079,3.9022,3.9398,3.9678,3.9332,3.816,3.7207,3.7087,3.7387,3.7425,3.7803,3.8174,3.8208,3.9261,3.9447,3.9177,3.8429,3.7656,3.7195,3.6359,3.5025,3.5087,3.5617,3.5183,3.4746,3.3879,3.4261,3.4879,3.4142,3.2962,3.3289,3.2949,3.2691,3.1376,3.0649,3.0507,3.0474,2.9465,2.9523,3.0547,3.1001,3.104,3.1005,3.0855,3.0665,3.0578,2.9647,2.9178,2.842,2.786,2.7397,2.7276,2.6551,2.6031,2.5563,2.6055,2.5953,2.6108,2.614,2.6445,2.6684,2.7192,2.6467,2.6528,2.6571,2.6366,2.5943,2.5817,2.5583,2.5447,2.5231,2.5064,2.5164,2.5121,2.5193,2.5132,2.505,2.4791,2.4456,2.4147,2.4098,2.3845,2.3408,2.3591,2.3882,2.4147,2.4179,2.4178,2.4234,2.4791,2.5089,2.5264,2.51,2.5079,2.5299,2.5394,2.4744,2.431,2.3866,2.4036,2.4158,2.4127,2.4452,2.5087,2.5063,2.5358,2.5109,2.4941,2.4942,2.4444,2.4163,2.4202,2.3918,2.4091,2.4321,2.4119,2.4053,2.4039,2.4087,2.4378,2.4216,2.4118,2.4082,2.4007,2.4125,2.3876,2.4331,2.443,2.4186,2.4211,2.4251,2.4018,2.4078,2.3368,2.3231,2.3246,2.3157,2.3151,2.308,2.3185,2.3256,2.3273,2.3347,2.3579,2.3723,2.4008,2.4216,2.4458,2.4414,2.4631,2.4469
Virginia,all_day_bing_tiles_visited_relative_change,5.5825,5.7519,6.3208,6.3141,6.7365,6.0676,5.8987,5.9454,6.1316,5.9981,5.8309,5.6959,5.4925,4.3275,1.8435,-0.2751,-2.6617,-5.5136,-8.545,-11.174,-14.4126,-16.996,-20.0774,-22.0588,-24.754,-26.1706,-27.332,-27.8019,-27.6121,-26.8697,-27.8973,-27.5731,-28.1652,-28.4411,-28.7435,-29.32,-29.7826,-29.0214,-28.7131,-28.6734,-29.4238,-29.0929,-29.931,-31.3205,-31.2045,-30.6066,-29.7424,-28.531,-28.4052,-26.713,-25.5465,-25.1726,-24.8618,-25.6299,-26.2721,-26.146,-26.7994,-25.9552,-25.5323,-24.8901,-24.8965,-23.4927,-21.5072,-19.3852,-18.2082,-18.1692,-18.5504,-16.7536,-16.8304,-17.2617,-16.6901,-17.0625,-16.5207,-15.7788,-15.5586,-14.5729,-13.3774,-13.3391,-13.2841,-13.6847,-14.2469,-14.7953,-15.223,-15.1763,-14.9138,-16.3484,-15.1274,-14.0983,-13.3756,-12.9826,-12.8446,-12.0238,-8.9149,-8.4893,-7.6514,-6.8227,-6.5194,-6.0991,-5.5421,-5.6859,-5.6307,-5.8863,-6.1095,-5.5926,-4.8127,-4.8279,-5.4353,-6.2165,-7.132,-7.2586,-7.627,-8.2594,-8.2134,-7.6904,-6.8015,-5.4401,-4.8264,-4.146,-3.362,-3.2779,-2.9794,-2.719,-2.47,-1.5297,-1.6914,-3.6167,-3.4873,-3.4875,-3.5493,-3.9737,-4.8709,-4.9638,-3.3731,-3.3998,-3.4992,-3.5543,-3.3225,-3.2571,-3.2333,-3.4742,-3.8068,-4.019,-4.4001,-4.9659,-5.3439,-5.6881,-5.4622,-5.1023,-4.9704,-4.8423,-4.6171,-4.4587,-4.1202,-4.1733,-4.3224,-4.2817,-5.4683,-5.3208,-5.3967,-5.6409,-5.7849,-5.7173,-5.6529,-4.2164,-4.4995,-4.8693,-4.9966,-6.2321,-7.1718,-7.26,-7.1603,-6.9078,-6.2748,-5.9598,-4.8723,-3.9674,-4.0363,-4.2822,-4.2879,-4.3207,-4.137
Virginia,all_day_ratio_single_tile_users,22.327,19.286,18.1151,17.3492,16.8834,16.666,17.1379,17.1889,17.1614,17.2707,17.329,17.3957,17.3861,17.6333,18.5234,19.2523,20.0933,21.1861,22.302,23.3237,24.6286,25.6849,27.0238,27.8514,29.0679,29.667,30.1006,30.1625,29.9352,29.4881,30.0744,29.9216,30.2373,30.3682,30.4862,30.7149,30.9911,30.5814,30.3787,30.342,30.7987,30.6653,30.8644,31.435,31.3889,31.3664,31.1483,30.5868,30.7293,30.2628,29.8643,29.7683,29.4861,29.8495,30.1307,30.108,30.5069,30.2876,30.215,30.022,29.9945,29.4612,28.6702,27.7896,27.2277,27.1424,27.3734,26.6423,26.7958,27.1093,26.8733,27.1182,26.9762,26.6349,26.5552,26.1243,25.5855,25.677,25.6533,25.7658,26.0772,26.2743,26.435,26.429,26.2064,26.5761,25.9999,25.5059,25.1888,24.9941,24.9374,24.7751,23.6955,23.5285,23.2355,22.9868,22.8679,22.7639,22.5869,22.6125,22.6234,22.6775,22.655,22.4842,22.2849,22.3112,22.5979,22.8967,23.2357,23.2404,23.3417,23.5016,23.2992,23.0717,22.6782,22.1772,22.0242,21.8594,21.6764,21.9087,21.8546,21.8538,21.7661,21.5499,21.6129,21.7406,21.5218,21.5052,21.484,21.5846,21.7875,21.7672,21.6853,21.8166,21.7407,21.7203,21.5939,21.5373,21.4622,21.484,21.5508,21.6427,21.7413,22.0051,22.1229,22.2334,22.2,22.1296,22.0728,22.0659,21.9235,21.8525,21.8134,21.6751,21.5583,21.4674,21.7037,21.5725,21.5366,21.4181,21.4788,21.527,21.5422,21.1548,21.2609,21.3797,21.4423,21.9245,22.1807,22.1131,22.0275,21.8877,21.612,21.5347,21.0557,20.7408,20.7605,20.7963,20.7331,20.6991,20.6289
Washington,all_day_bing_tiles_visited_relative_change,3.7584,2.6161,2.5822,2.3692,2.1862,1.8482,1.6464,1.3383,1.3707,1.2069,1.0634,0.965,0.7655,0.0714,-0.5661,-0.9304,-1.6003,-2.3024,-3.0246,-3.4935,-3.6425,-4.1898,-4.985,-5.6531,-6.3644,-7.2635,-8.2634,-9.2424,-10.027,-10.6586,-10.9826,-10.9849,-10.8655,-10.5796,-10.2409,-9.9492,-9.5298,-9.2227,-9.072,-8.803,-8.6651,-8.5017,-8.4088,-8.3322,-8.2315,-7.9581,-7.7065,-7.5039,-7.2755,-6.7886,-6.5151,-6.429,-6.7034,-6.895,-6.9088,-6.8833,-6.8561,-6.8833,-6.7011,-6.2739,-5.9739,-5.5385,-5.4076,-5.289,-4.9875,-4.6271,-4.642,-4.3805,-4.2767,-3.5565,-2.7679,-2.7107,-2.9274,-2.7484,-2.8556,-2.8394,-3.1274,-3.5803,-3.5056,-3.3036,-3.3214,-3.2057,-3.1697,-2.9066,-2.4053,-2.857,-2.665,-2.2762,-1.9719,-1.768,-2.0236,-2.3723,-1.5995,-1.5303,-1.4174,-1.3514,-1.269,-0.8757,-0.5417,-0.5977,-0.7451,-0.8426,-0.8437,-0.9097,-1.0395,-0.948,-1.0321,-0.8264,-0.6904,-0.526,-0.2756,0.1448,0.5408,0.8912,1.0918,1.1474,1.1987,1.1587,1.1118,0.9086,0.8116,0.7427,0.7466,0.854,0.8166,0.4503,1.0879,1.2794,1.3424,1.3226,1.1162,1.1865,1.6939,1.2057,1.1272,1.1164,1.1663,1.2139,1.143,1.219,1.597,1.6369,1.685,1.6552,1.6253,1.6389,1.6916,1.6399,1.6685,1.6234,1.639,1.6839,1.7832,1.8363,1.792,1.8543,2.005,2.1491,2.0698,2.0093,1.7894,1.8162,1.7011,1.5393,1.3358,1.447,1.5869,1.7653,1.8178,1.879,1.9061,1.9809,1.9404,1.7417,1.6097,1.5487,1.4434,1.4106,1.4155,1.4335,1.4989
Washington,all_day_ratio_single_tile_users,7.1794,6.2804,5.9003,5.66,5.5482,5.4848,5.7116,5.7983,5.8115,5.835,5.8901,5.923,6.0179,6.2232,6.4399,6.5961,6.884,7.2152,7.5478,7.7865,7.9144,8.1605,8.5195,8.8519,9.1792,9.5673,9.9546,10.3192,10.62,10.8539,10.9502,10.9119,10.844,10.7243,10.5818,10.4456,10.2375,10.0958,9.9933,9.8514,9.7564,9.6532,9.542,9.5133,9.4679,9.4333,9.378,9.3173,9.3191,9.2547,9.1899,9.191,9.3448,9.444,9.4706,9.4384,9.4264,9.4391,9.3735,9.1789,9.073,8.9008,8.8777,8.8575,8.734,8.6075,8.6286,8.5147,8.5083,8.258,7.9482,7.9844,8.0911,8.0204,8.069,8.0767,8.2018,8.4073,8.3612,8.2923,8.2799,8.2745,8.3021,8.212,8.0668,8.3383,8.2685,8.1412,7.9956,7.8941,7.9812,8.1008,7.715,7.6775,7.624,7.6136,7.5346,7.3252,7.1913,7.1703,7.2148,7.2401,7.2292,7.2848,7.39,7.3884,7.4852,7.3997,7.3583,7.2751,7.2155,7.1096,6.9641,6.8481,6.7892,6.7757,6.8113,6.8345,6.8399,6.9419,6.9396,6.9746,6.9722,6.9459,6.9795,6.9657,6.7823,6.7943,6.8143,6.8166,6.8518,6.7806,6.776,6.9421,6.9236,6.8791,6.8663,6.8522,6.8837,6.8156,6.7394,6.7382,6.7456,6.778,6.8031,6.8058,6.8428,6.8793,6.894,6.8969,6.8634,6.821,6.773,6.7443,6.7492,6.6773,6.6212,6.5842,6.6214,6.6497,6.6756,6.6106,6.6316,6.6496,6.7084,6.6875,6.6873,6.6632,6.6783,6.6994,6.7124,6.6529,6.6273,6.6317,6.6552,6.696,6.6687,6.6543,6.6534,6.6288,6.6078
West Virginia,all_day_bing_tiles_visited_relative_change,3.3203,2.9292,2.9996,3.0589,3.2815,3.0102,2.8903,2.96,3.1454,3.0088,2.7354,2.7834,3.0376,2.813,1.7674,0.9503,0.172,-0.5348,-1.8218,-3.1076,-4.483,-5.6148,-6.8623,-7.8598,-9.3803,-10.2532,-11.1287,-11.1679,-11.0206,-10.9972,-11.2506,-10.8687,-10.8702,-10.4148,-10.2665,-10.2324,-10.228,-10.0545,-9.9952,-9.9709,-10.4804,-10.6774,-11.1691,-11.4542,-11.3696,-11.0054,-10.608,-10.0604,-9.9967,-9.2037,-8.571,-8.2818,-8.1819,-8.428,-8.686,-8.3607,-8.7932,-8.6619,-8.4019,-8.0275,-7.5969,-6.793,-5.8671,-4.813,-4.2862,-4.1355,-4.3373,-3.8332,-3.9331,-4.4388,-3.8957,-4.1719,-3.9588,-3.4008,-3.2392,-2.666,-1.9238,-1.7628,-1.1733,-1.1174,-1.3662,-1.4918,-1.5129,-1.1012,-0.7119,-1.3416,-0.7608,-0.164,0.2758,0.49,0.4387,0.4519,1.501,1.5973,1.8593,2.0635,2.0661,2.2057,2.4176,2.3035,2.248,2.0076,2.0349,2.3298,2.464,2.0521,1.8622,1.8095,1.7383,1.5287,1.2615,1.1565,1.5422,1.6657,1.5677,1.6981,1.9407,2.1557,2.0595,1.6169,1.5784,1.7984,2.005,2.3621,2.3896,1.7887,2.371,2.4793,2.3809,2.0946,1.6882,1.5418,2.1196,1.6621,1.5012,1.4365,1.4419,1.2891,1.2169,1.1791,1.1938,1.1765,1.0647,0.9666,0.8346,0.7512,0.6287,0.6404,0.6355,0.5953,0.5935,0.6212,0.7477,0.7807,0.7112,0.8463,0.9095,1.0407,1.2277,1.2306,1.2987,1.5017,1.397,1.5073,1.4414,1.3458,1.3879,0.8826,0.3818,0.3533,0.4053,0.4537,0.5615,0.5701,0.8579,1.0192,0.9829,0.8472,0.7305,0.6165,0.4405
West Virginia,all_day_ratio_single_tile_users,11.4403,10.2558,9.7019,9.3989,9.2057,9.1888,9.4962,9.5362,9.4541,9.5529,9.5864,9.5639,9.4626,9.5055,9.9013,10.2072,10.4107,10.7446,11.2016,11.6825,12.1892,12.5931,13.0971,13.6423,14.3185,14.6615,14.992,14.9423,14.8045,14.7497,14.8475,14.7031,14.7892,14.6241,14.573,14.5953,14.5851,14.485,14.3964,14.3815,14.6879,14.7479,14.8767,15.1227,15.1703,15.1233,15.0056,14.7628,14.9024,14.7017,14.3734,14.1958,14.1039,14.2504,14.3208,14.1339,14.3801,14.36,14.2958,14.1327,13.9362,13.645,13.2937,12.7952,12.6243,12.5474,12.7142,12.4801,12.6185,12.8928,12.7545,12.9245,12.8342,12.5412,12.5045,12.1394,11.8425,11.863,11.5644,11.5854,11.7242,11.7645,11.8255,11.7031,11.5884,11.8581,11.5716,11.2965,11.1148,11.0077,11.0074,10.8621,10.422,10.4001,10.3247,10.3016,10.3248,10.2814,10.2387,10.259,10.2361,10.308,10.2961,10.1915,10.1582,10.3467,10.4481,10.4941,10.5274,10.5825,10.6685,10.7015,10.4868,10.4323,10.4858,10.454,10.3739,10.2582,10.2764,10.5184,10.5451,10.492,10.3742,10.2747,10.2824,10.267,9.9794,9.9408,9.9766,10.0898,10.233,10.3184,10.3429,10.5056,10.5075,10.4848,10.4794,10.448,10.4661,10.4853,10.5499,10.6075,10.6388,10.7026,10.797,10.8201,10.8116,10.7845,10.7702,10.7887,10.7317,10.6947,10.627,10.6125,10.6283,10.5698,10.5295,10.4889,10.4155,10.4236,10.3697,10.2996,10.3143,10.2968,10.3394,10.3831,10.4085,10.6333,10.7603,10.7598,10.7469,10.6905,10.6122,10.5842,10.4388,10.366,10.3927,10.4164,10.4582,10.492,10.521
Wisconsin,all_day_bing_tiles_visited_relative_change,4.192,3.0921,2.6844,2.9085,2.5401,2.5968,2.6836,2.7621,2.449,2.4311,2.0718,2.0196,1.6265,0.5109,-0.7383,-1.3257,-2.2628,-3.8192,-5.9301,-7.9607,-9.928,-12.3759,-13.6661,-15.3543,-16.7983,-17.5446,-18.1638,-19.3642,-20.2369,-20.6328,-20.6347,-19.834,-19.1645,-18.9727,-18.1419,-16.7847,-16.6742,-16.3845,-16.5858,-16.8796,-16.8447,-16.235,-17.799,-18.5428,-18.8423,-18.4467,-17.8732,-17.3714,-16.895,-14.6402,-13.4061,-12.6666,-12.4204,-12.4054,-12.1177,-11.9014,-10.9076,-10.6397,-10.6976,-10.8867,-10.011,-9.188,-8.0182,-7.3212,-6.5893,-5.8675,-4.6339,-4.3176,-4.5288,-4.8349,-6.0886,-6.1921,-5.6456,-5.6456,-5.7875,-4.9865,-4.4143,-4.5988,-4.8541,-5.053,-4.3811,-3.3808,-3.1649,-3.2872,-1.1279,-0.4373,0.197,0.1216,-0.6116,-0.7918,-0.2568,0.2758,0.7789,0.8202,1.0117,1.9502,2.3022,2.7885,2.8212,3.1696,2.9948,2.3605,2.2578,2.5448,2.515,2.8809,2.8819,3.5512,4.6047,4.9141,4.8096,4.0604,3.9983,3.5247,3.0859,2.7798,2.7373,2.4898,3.3616,3.6917,3.7482,3.9567,4.3668,4.7919,4.9496,3.723,3.8956,4.4018,4.2594,3.7542,2.6728,2.5567,3.6349,3.2147,3.1061,2.8097,2.6334,3.0387,3.2201,2.7758,2.5869,2.5419,2.6693,2.8614,2.9214,2.9472,3.2898,2.8089,2.6619,2.9206,3.11,3.2138,3.3826,3.4776,3.6246,3.8066,3.891,3.976,4.0366,3.9766,3.6422,3.8204,3.4476,3.3838,3.3156,3.1458,3.055,3.2563,3.8029,4.1962,4.3193,4.3676,4.3895,4.4198,4.2683,3.9808,3.8333,3.5686,3.323,3.1962,2.616
Wisconsin,all_day_ratio_single_tile_users,13.2453,11.4412,10.7403,10.2076,10.039,9.7495,9.9119,9.915,9.9952,9.9714,10.1,10.1203,10.1873,10.4531,10.8249,11.0547,11.4592,12.1553,13.061,13.9621,14.9178,16.0586,16.7341,17.5142,18.1546,18.5067,18.6995,19.2061,19.6421,19.763,19.8415,19.4771,19.1928,19.181,18.761,17.9763,17.9729,17.7397,17.8752,18.1656,18.1859,17.8852,18.6263,19.0666,19.4249,19.3968,19.1523,18.9902,18.951,18.0425,17.5653,17.2746,17.1708,17.2109,17.1129,17.0065,16.7137,16.6297,16.6674,16.7859,16.4251,16.1676,15.8193,15.6404,15.3962,15.1075,14.6411,14.5866,14.7382,14.8835,15.2341,15.2748,15.0564,15.0595,15.0774,14.7351,14.4802,14.7262,14.7781,14.7953,14.5318,14.2047,14.1712,14.143,13.2001,13.1514,12.9929,13.0286,13.2386,13.2192,13.1017,13.0341,12.6287,12.5552,12.4205,12.0972,11.9963,11.8638,11.8382,11.7732,11.7943,12.002,12.0039,11.9584,11.9465,11.8686,11.8251,11.6577,11.37,11.3461,11.3815,11.5847,11.5093,11.6487,11.7472,11.7962,11.7259,11.7697,11.5866,11.6167,11.6374,11.6223,11.5633,11.5762,11.6001,11.7077,11.6993,11.632,11.6685,11.7795,11.9814,11.9346,11.8559,11.933,11.8389,11.893,11.9284,11.7817,11.7385,11.8506,11.9215,11.932,11.9064,11.8515,11.8622,11.8727,11.8128,11.9629,11.989,11.913,11.8783,11.849,11.7994,11.7306,11.6616,11.6489,11.625,11.5877,11.5845,11.5949,11.6759,11.6318,11.7467,11.6926,11.7104,11.7486,11.7729,11.7331,11.6186,11.4989,11.5559,11.5247,11.4957,11.5004,11.5373,11.5732,11.6295,11.6453,11.6761,11.6873,11.7946
Wyoming,all_day_bing_tiles_visited_relative_change,2.2427,2.1304,2.045,2.0616,1.9866,2.0462,2.104,2.3001,2.6067,2.8783,2.9352,2.9386,2.8146,2.4777,2.313,2.2366,1.9979,1.8098,1.3622,0.9321,1.0241,0.8524,0.6321,0.3839,0.094,0.1615,0.2207,-0.0887,-0.1623,-0.1763,-0.1406,-0.1288,-0.3689,-0.4052,-0.3106,-0.2589,-0.3663,-0.4198,-0.4321,-0.1262,-0.0038,-0.1096,-0.6742,-0.911,-1.0283,-1.038,-1.3954,-1.4298,-1.1798,-0.55,-0.2232,0.0461,0.2508,0.5754,0.5652,0.5927,0.6588,0.7061,0.5654,0.6184,0.8198,1.0453,1.1586,1.2732,1.3493,1.5655,1.6171,1.5455,1.5537,1.5812,1.7177,1.7085,1.7165,1.8414,2.0654,2.1912,2.357,2.5149,2.8458,3.0647,3.0262,3.043,3.1176,3.1115,3.2981,3.3531,3.422,3.5056,3.6431,3.702,3.9419,4.1375,4.3588,4.4343,4.5069,4.5222,4.5199,4.3374,4.1121,3.9234,3.7729,3.8947,3.9169,4.0018,4.2774,4.5105,4.622,4.7888,4.8198,4.9037,4.9526,4.9889,4.9972,5.0972,5.1961,5.2109,5.2194,5.2329,5.2218,5.2083,5.1466,5.035,5.0627,5.1188,5.1596,4.8937,5.1453,5.1863,5.2485,5.2973,5.3081,5.3094,5.5538,5.301,5.223,5.242,5.2429,5.1909,5.1692,5.2044,5.2385,5.2824,5.2087,5.1615,5.1208,5.0429,4.9978,4.9439,4.916,4.959,4.9776,4.9864,5.1104,5.1593,5.2341,5.311,5.4822,5.5801,5.6002,5.6414,5.7137,5.7125,5.7343,5.5794,5.4608,5.5252,5.4891,5.5359,5.631,5.6718,5.7829,5.7749,5.7776,5.6969,5.552,5.3719,5.3157,5.1587,4.9956,4.8889,4.8994
Wyoming,all_day_ratio_single_tile_users,3.452,2.7654,2.5368,2.3981,2.2765,2.2049,2.2422,2.2116,2.2094,2.1798,2.1559,2.1775,2.1775,2.2362,2.2187,2.2372,2.2973,2.3873,2.5238,2.6622,2.7211,2.8538,2.9437,3.0425,3.1282,3.1517,3.1757,3.2417,3.2395,3.2659,3.3064,3.3086,3.3776,3.3743,3.34,3.348,3.365,3.325,3.3031,3.2038,3.1505,3.2,3.3289,3.3809,3.4366,3.4617,3.5368,3.5772,3.4998,3.3822,3.297,3.198,3.1686,3.1275,3.1419,3.1227,3.0802,3.0813,3.1176,3.0707,3.0292,2.9507,2.9381,2.8966,2.8671,2.8109,2.8087,2.7911,2.7918,2.7643,2.704,2.7071,2.7078,2.6957,2.6594,2.6524,2.6401,2.6137,2.5471,2.5024,2.4791,2.4512,2.4134,2.4456,2.5126,2.6034,2.6008,2.5813,2.5598,2.5298,2.4653,2.4177,2.2975,2.2791,2.2635,2.2703,2.2608,2.2959,2.3346,2.3759,2.4037,2.4061,2.3922,2.4085,2.3679,2.3156,2.2945,2.2885,2.3053,2.3128,2.3395,2.297,2.271,2.2718,2.2562,2.2394,2.2441,2.2151,2.2001,2.2414,2.2555,2.2804,2.2499,2.2043,2.2237,2.2793,2.2051,2.1834,2.1624,2.1875,2.2189,2.2097,2.1658,2.1929,2.1933,2.1857,2.1651,2.1404,2.114,2.1023,2.06,2.035,1.9988,1.992,1.9969,1.9986,2.0095,2.0111,1.9984,2.0145,2.0195,2.0153,2.0269,2.0342,2.0667,2.0586,2.0417,2.028,2.0131,2.0168,1.9984,1.9685,1.9859,1.9968,1.9968,1.9994,1.956,1.9463,1.9349,1.9225,1.9081,1.9257,1.9388,1.9639,1.9632,1.9834,1.9857,1.9891,1.981,1.9772,1.9688
dtype: object,all_day_bing_tiles_visited_relative_change,0.9767,0.9493,0.9575,0.9802,0.9886,0.9857,0.9902,0.9912,0.9907,0.9896,0.9827,0.9766,0.9704,0.9552,0.925,0.8969,0.861,0.8196,0.7786,0.7433,0.7082,0.6791,0.649,0.6292,0.6069,0.5938,0.5806,0.5636,0.5567,0.5627,0.5557,0.5571,0.5514,0.5495,0.551,0.549,0.544,0.545,0.547,0.546,0.5397,0.5434,0.5412,0.5303,0.5329,0.5355,0.537,0.5428,0.5395,0.5445,0.5553,0.5554,0.5552,0.5558,0.5503,0.5581,0.5532,0.5525,0.5544,0.5604,0.5556,0.567,0.5783,0.5883,0.5995,0.6052,0.5971,0.6129,0.6127,0.6052,0.6158,0.6125,0.6121,0.624,0.6251,0.6334,0.6479,0.6453,0.6476,0.6532,0.6517,0.6535,0.6484,0.6475,0.6531,0.6519,0.6566,0.6627,0.6617,0.6672,0.6737,0.684,0.6986,0.6997,0.7051,0.7145,0.7188,0.7209,0.7267,0.7269,0.7319,0.7343,0.7314,0.7377,0.7461,0.7463,0.7485,0.7514,0.7489,0.7531,0.7556,0.7478,0.7492,0.7499,0.7487,0.758,0.7642,0.7669,0.7759,0.7746,0.7753,0.7793,0.7848,0.7962,0.8017,0.7933,0.8002,0.7997,0.7959,0.7895,0.7806,0.7735,0.7809,0.7762,0.7767,0.7815,0.783,0.7834,0.7858,0.7882,0.7883,0.7859,0.7805,0.7731,0.7707,0.7668,0.7669,0.7672,0.7705,0.7749,0.7826,0.7861,0.7859,0.7893,0.7916,0.7938,0.7801,0.7837,0.7814,0.786,0.7836,0.7827,0.7834,0.7978,0.7928,0.787,0.787,0.7856,0.7766,0.7757,0.7773,0.7781,0.7879,0.7893,0.7905,0.8017,0.7999,0.7988,0.8009,0.8,0.8065
