region,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25
"Sonoma, California",0.0,0.2427598,0.6492279000000001,0.660323,0.5975063,0.5781811,0.7008340000000001,0.6166618,0.6330226999999999,0.6221399999999999,0.5359151,0.5944107,0.6748899,0.5711046,0.5557241999999999,0.5009920999999999,0.32544709999999993,0.3128635,0.2461843,0.08358600000000001,0.1135856,0.1045057,0.0884034,0.16238529999999998,0.2537952,0.2260618,0.2305988,0.1886148,0.1932782,0.2022013,0.15415839999999997,0.03945680000000001,0.032377699999999995,0.1339131,0.2194518,0.222467,0.21808699999999998,0.22582950000000002,0.4322759,0.3742864,0.3047331,0.2205012,0.21789610000000004,0.2281478,0.2761237,0.11278250000000001,0.1137193,0.0832897,0.15819129999999998,0.1553915,0.14435620000000002,0.0652407,0.063545,0.06325689999999999,0.0636901,0.090413,0.09092389999999999,0.0933799,0.09372660000000001,0.0943149,0.198447,0.21452889999999997,0.1106633,0.11756849999999999,0.1210307,0.173266,0.17238889999999998,0.11039120000000001,0.1031387,0.1027499,0.1577655,0.1526296,0.11136489999999999,0.1155972,0.17462070000000002,0.1802078,0.2374616,0.17885050000000002,0.18622460000000002,0.19785429999999998,0.289367
"Stanislaus, California",0.0,0.3401361,0.7615161,0.6140689,0.5665347,0.5533549,0.5454244,0.5103188,0.8731594000000001,0.576706,0.6647359,0.5932196,0.7010202,0.6024815,0.6885792,0.474405,0.5096309,0.4555657,0.4205308,0.32622740000000006,0.3360502,0.34838779999999997,0.2984085,0.34043909999999994,0.28418000000000004,0.3611562,0.3263688,0.31039429999999996,0.2441603,0.29866770000000004,0.2494786,0.26818020000000004,0.2075884,0.2831256,0.29253709999999994,0.3402741,0.2854974,0.2398366,0.2312147,0.2657723,0.16569360000000002,0.2504028,0.3865447,0.410921,0.47596000000000005,0.5136862,0.49862860000000003,0.6355021,0.5578441999999999,0.39433179999999995,0.5117385999999999,0.4941811,0.44982669999999997,0.4146135,0.31386440000000004,0.3229035,0.3602847,0.2504911,0.1899249,0.2888011,0.3563938,0.3343363,0.32819,0.22363429999999998,0.189546,0.2201505,0.245763,0.7608058000000001,0.8282613000000001,1.0147845,1.0107274,0.9758945,0.9586461,0.8597165999999999,0.43353230000000004,0.3833213,0.3539408,0.3228583,0.32574179999999997,0.3331564,0.4692153
"Sutter, California",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tehama, California",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6068116000000001,0.8692305,1.3243147,1.2695227,1.180016,1.38681,0.8140649,1.4068441,1.6742081000000002,1.3657407,1.2606838,1.1346154,0.6294964,0.5952381,0.5287009,0.8208955,0.5602241,0.536193,0.5333333,0.7062147,0.9859155000000001,0.8508509,0.5223172,0.5538771,0.6321839,0.8805030999999999,0.6944444000000001,0.3168568,0.35842290000000004,0.39840640000000005,0.39215690000000003,0.35460990000000003,0.1694915,0.4672897,0.47021940000000007,0.35335690000000003,0.3460208,0.3717472,0.3623188,0.3571429,0.38461540000000005,0.4734848,0.43103450000000004,0.4251701,0.39808920000000003,0.39556959999999997,0.4098361,0.087108,0.0,0.0,0.0,0.0,0.0,0.3731343,0.7194245,0.7604563,0.7751938,1.2448133,1.3043478000000002,1.2765957,0.7905138,0.37453179999999997,0.7407406999999999,0.7117438,0.35335690000000003,0.7142857,0.7326007,1.1450382,1.2145749,0.8064515999999999,1.2605042,1.2931034,0.8810573
"Tulare, California",0.0,0.0,0.3613946,0.6609333000000001,0.6435006,0.6302521,0.6229236,0.8681926,1.1115321000000002,0.9250075000000001,0.7741562,0.7174189000000001,0.6338568,0.5422406999999999,0.38827870000000003,0.2290947,0.22680630000000002,0.1081972,0.057753599999999995,0.0534896,0.1158536,0.1135757,0.1694744,0.25137539999999997,0.31720349999999997,0.3457618,0.35201309999999997,0.4108407,0.4030808,0.455084,0.4598781,0.39994450000000004,0.40906359999999997,0.4154018,0.3884689,0.39280640000000006,0.2614898,0.1115325,0.1104962,0.0997898,0.0975752,0.0071028,0.054439,0.2852832,0.2785047,0.28287870000000004,0.4068573,0.408433,0.4162406,0.3773329,0.1486698,0.1485119,0.35604179999999996,0.24368040000000002,0.26794709999999994,0.26691040000000005,0.34457740000000003,0.3556284,0.46833100000000005,0.2390029,0.2326488,0.2116482,0.2597134,0.2534628,0.3543872,0.46190470000000006,0.49697820000000004,0.5677805,0.5697668,0.5471305000000001,0.5026149999999999,0.4014335,0.4013493,0.4590391,0.46074079999999995,0.4584351,0.6296855,0.6804369,0.6801245,0.525363,0.6147255
"Tuolumne, California",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6578946999999999,0.6410256,1.1061947,1.0416667,1.2323944,1.1437908,1.09375,0.5405405,0.5405405,0.2617801,0.245098,0.0,0.0,0.0,0.0,0.0,0.6708761,0.7783883,1.0029354,1.1351052,1.1351052,1.1714286,1.1351052,0.2155172,0.19379839999999998,0.0,0.0,0.0,0.0,0.0,0.3734827,0.3571429,0.36166370000000003,0.3734827,0.3809524,0.3710575,0.3734827,0.0,0.0,0.0,0.11904760000000002,0.11990410000000001,0.11904760000000002,0.122549,0.12165450000000001,0.12820510000000002,0.13661199999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846,1.3636363999999999,1.44,1.4754098,1.5652173999999999,1.4876033000000002,1.3846154,1.3381995,1.3381995,1.3681591999999998
"Ventura, California",0.0,0.0,0.06384169999999999,0.26277290000000003,0.228444,0.2530577,0.25035830000000003,0.4118197,0.41133100000000006,0.3986991,0.5700163,0.5364491,0.5664017,0.5410807,0.5094363000000001,0.5775524000000001,0.5828802,0.3636737,0.3758745,0.30757399999999996,0.330435,0.3075886,0.341642,0.32262440000000003,0.3205531,0.3001752,0.2666671,0.1985379,0.21075660000000002,0.11660330000000001,0.10393989999999999,0.1023395,0.0980493,0.1342247,0.1737443,0.09827310000000002,0.1541154,0.1613095,0.22656710000000002,0.1972191,0.1557708,0.2301261,0.37072459999999996,0.329369,0.334228,0.3586208,0.41983869999999995,0.42449499999999996,0.31543499999999997,0.23710279999999997,0.2247346,0.2049538,0.1681532,0.1938125,0.1963508,0.304888,0.26489,0.3252758,0.3432598,0.4540139,0.3876185,0.4573497,0.3449345,0.3104666,0.2514352,0.2424239,0.068856,0.1977197,0.2035011,0.1963966,0.2564717,0.34177609999999997,0.4037329,0.48043290000000005,0.4483178,0.3967364,0.4545188,0.4039751,0.47140420000000005,0.5027034,0.4454227
"Yolo, California",0.0,0.0,1.2931034,0.9615385000000001,0.872093,0.8571429,0.8571429,0.308642,0.3355705,0.25062660000000003,0.28011199999999997,0.2824859,0.24330900000000003,0.2070393,0.1996008,0.2150538,0.0,0.0,0.27777779999999996,0.2564103,0.23696679999999998,0.2183406,0.203252,0.19607839999999999,0.1824818,0.0,0.0,0.0,0.0,0.590796,0.5885998,0.620915,0.6766382,0.7575758,0.7612179,0.7612179,0.0,0.0,0.0,0.0,0.3886398,0.6784661,0.6814815,0.6875934,0.6497175000000001,0.6637807,0.6906906999999999,0.308642,0.0,0.5580357,0.5122951,0.5252101,0.5040323,0.5060729,0.5122951,0.7142857,0.21186439999999998,0.2232143,0.3191489,0.34722220000000004,0.3488372,0.38659790000000005,0.127551,0.12376240000000001,0.1269036,0.255102,0.24875619999999998,0.24154589999999998,0.2358491,0.24752480000000002,0.24875619999999998,0.24271839999999997,0.0,0.0,0.4901960999999999,0.47393359999999995,0.4672897,0.6849314999999999,0.7042254,0.6880734000000001,0.6521739000000001
"Adams, Colorado",1.0730273000000001,1.4389443000000002,1.2297046999999999,1.1658287,1.3107065,1.3054176000000002,1.2951863000000001,1.3325485000000001,1.1767258,1.2286663,1.3494142,0.7886876,0.6515739,0.6562621,0.5123529,0.5605756,0.7520747,0.6417209,0.8869886,1.0482866,0.9345238000000001,0.8305975,0.9929991,0.9371483,0.8723465,0.7919130999999999,0.6624127,0.8628940999999999,0.871869,0.7619551,0.8224203000000001,0.9087903,0.9104201999999999,0.9070713,0.7193661,0.6014166999999999,0.6828086,0.5376729,0.8951259,1.0123693999999999,0.9861806999999999,1.0359642,1.0376056999999999,0.803426,0.8457145,0.5478448,0.2833651,0.2959698,0.18692910000000001,0.3124275,0.30300370000000004,0.2706766,0.2673301,0.2676131,0.2276663,0.363037,0.2333035,0.306964,0.21074810000000002,0.28572659999999994,0.4620138,0.5754949,0.4964857,0.499101,0.4369624,0.43521800000000005,0.3822169,0.2521365,0.13779860000000002,0.1661696,0.2194723,0.21270329999999998,0.2122192,0.18945710000000002,0.14701140000000001,0.152748,0.055838599999999995,0.0,0.0391566,0.26218969999999997,0.3864269
"Arapahoe, Colorado",1.9754036,1.7694903000000002,1.566085,1.4656756000000002,1.3871053,1.4085044,1.3951788,1.2668496999999999,1.0502493999999998,0.8891745000000001,0.785533,0.7809973000000001,0.5449746999999999,0.5793013000000001,0.4803263,0.4506812,0.44912640000000004,0.27173909999999996,0.24199720000000002,0.1863504,0.17087420000000003,0.18805139999999998,0.302091,0.36727259999999995,0.3793511,0.3829151,0.3841091,0.6737141,0.7248424,0.7203954,0.7647399,0.6723064999999999,0.9317383,1.1310277,0.7724285,0.8147198,0.7927611,0.6778989000000001,0.7208747,0.6784789000000001,0.5117162999999999,0.4917931,0.4103742,0.3233813,0.3982187,0.3494329,0.176573,0.2841787,0.38490100000000005,0.3829816,0.4447057,0.5552375,0.5727109,0.5371451,0.445691,0.3338008,0.4026473,0.33004920000000004,0.2904486,0.359996,0.36550370000000004,0.4580936,0.5116178,0.5493140000000001,0.6904614,0.5206733,0.473919,0.48066679999999995,0.4605374,0.41907440000000007,0.4454889,0.3412676,0.3340234,0.4399499,0.5580798,0.45478290000000005,0.6530617,0.48919209999999996,0.47139659999999994,0.5394087,0.3904368
"Boulder, Colorado",0.7446767,0.551018,0.7541035,0.8728715,0.8129999,0.7875984,0.7833623000000001,0.7768176999999999,0.9354302,0.8350535,0.6019956,0.6123076999999999,0.5953413000000001,0.595331,0.5726920999999999,0.318006,0.28459840000000003,0.2286018,0.2651872,0.321129,0.2385862,0.1963073,0.293025,0.37025,0.5462267,0.7429094,0.7661663000000001,0.7662973000000001,0.7369535,0.7482552,0.6377288000000001,0.5364072,0.4742099,0.5153417,0.5364597,0.6764133000000001,0.5642243,0.6574491,0.6002175000000001,0.35873790000000005,0.2620938,0.36029959999999994,0.2986007,0.39180770000000004,0.2920497,0.3431782,0.3737821,0.3445498,0.3386804,0.28769240000000007,0.2086196,0.2378141,0.31184959999999995,0.35182759999999996,0.3532933,0.2650513,0.2585001,0.25539,0.22940560000000002,0.0661766,0.023602,0.08599780000000001,0.0872328,0.0951613,0.2077964,0.2136109,0.2713792,0.24799410000000002,0.19923120000000002,0.1977255,0.1974675,0.1374581,0.1955864,0.14497960000000001,0.1481524,0.1212066,0.127191,0.13052049999999998,0.3608361,0.3632752,0.42017200000000005
"Broomfield, Colorado",0.0,1.0161007,0.8724927,1.0752313999999998,0.9353058000000001,0.8957620999999999,0.8910530000000001,0.9457434000000001,0.8760626,0.9246933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3571429,0.0,0.0,0.0,0.0,0.0,0.050352499999999994,0.05175980000000001,0.0541126,0.0548246,0.0564972,0.41224970000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6289308000000001,0.2564103,0.25252529999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Delta, Colorado",0.0,0.0,0.0,0.0,0.0,0.35377359999999997,0.35377359999999997,0.34403670000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Denver, Colorado",1.8314840000000001,1.7023595,1.571934,1.3311057,1.2765563999999998,1.2996528,1.2839576000000001,1.1826285,0.9794001,0.7609562,1.0132721,1.2690999,1.0428277,1.0198595,1.0402595,0.9610796999999999,0.8902389,0.5601461,0.437479,0.3943963,0.8188203000000001,0.8126979999999999,0.822083,0.9933258,0.9638100000000001,0.8280291,0.8291691999999999,0.4750789000000001,0.3516333,0.4542168,0.2765283,0.30393000000000003,0.42158690000000004,0.5614644,0.47976149999999995,0.5740772,0.5338283,0.6145594,0.6678165,0.6691643,0.5901927,0.579493,0.6016409,0.48313540000000005,0.42011729999999997,0.3783566,0.2061439,0.1568701,0.15659620000000002,0.2064027,0.19759110000000002,0.1753217,0.17398339999999998,0.3113527,0.3939106,0.3987408,0.320431,0.3274895,0.5197822,0.6077551999999999,0.46891859999999996,0.573491,0.5903394000000001,0.7114855999999999,0.8352423000000001,0.634,0.5598884,0.6243003,0.43402890000000005,0.46292,0.29981599999999997,0.18151660000000003,0.2367578,0.3801335,0.31555409999999995,0.4400193,0.43953190000000003,0.4332545,0.4454798,0.3857764,0.2319795
"Douglas, Colorado",2.8148411,2.1270555,1.9025053,1.8062981,1.7743964,1.7542365000000002,1.7342509999999998,1.4854511000000001,1.4568888,1.3052063,1.2890903999999999,1.1514309,1.0397431000000001,1.0621532,1.108156,0.5283380999999999,0.5392157,0.2587992,0.30952379999999996,0.2813853,0.17942579999999997,0.29540479999999997,0.3368421,0.344086,0.3627652,0.4033333,0.41156459999999995,0.4175293,0.307971,0.5555555999999999,0.5263158,0.3976862,0.32760029999999996,0.32921809999999996,0.3267974,0.3987241,0.08032130000000001,0.0825083,0.1874003,0.5448029000000001,0.7538036,0.7369844,0.7364341,0.76,0.9712145000000001,0.9354174000000001,0.6133165,0.47320509999999993,0.45831400000000005,0.5520994,0.5048072,0.42438050000000005,0.3527151,0.4565077,0.4246903,0.4386625,0.4099416,0.42766350000000003,0.2621864,0.2732733,0.3369763,0.3537285,0.35922329999999997,0.19417479999999998,0.19920320000000002,0.203252,0.20746889999999998,0.0,0.0,0.0,0.0,0.0,0.0972447,0.0963082,0.0974026,0.0963082,0.1836394,0.36206900000000003,0.5486726,0.46040519999999996,0.4464286
"Eagle, Colorado",0.0,0.0,0.1785714,0.1269036,0.1106195,0.1077586,0.1072961,0.11160710000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2544529,0.23809520000000003,0.2331002,0.23980820000000003,0.24330900000000003,0.25062660000000003,0.24330900000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Elbert, Colorado",0.0,0.0,0.0,0.0,0.0,0.7604390000000001,0.7553310999999999,0.8997423000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"El Paso, Colorado",1.3853901000000002,1.3635195,1.2283046999999998,1.2261883999999998,1.1538487,1.1517093999999999,1.1582091,1.1060088,0.996434,0.9003104999999999,0.6876839,0.7202816,0.6929776,0.7288555999999999,0.6788851,0.6816896,1.0512719,1.1442046000000001,1.2187149,1.1102756999999999,0.9381094000000001,0.8879731,0.7089661999999999,0.5637463,0.5689719,0.4624085,0.4681107,0.5331816999999999,0.5803423000000001,0.7273938,0.6779689,0.6498974000000001,0.6730911999999999,0.6389196,0.5959966,0.523273,0.5443688,0.48782359999999997,0.4960303,0.540103,0.5889187,0.6305710999999999,0.6283701,0.5474878000000001,0.5102826,0.45557309999999995,0.3824329,0.33898049999999996,0.4437874,0.39303390000000005,0.4519419,0.5071728,0.5656479,0.5942138000000001,0.5766635999999999,0.466908,0.5319095,0.4994999,0.5444876000000001,0.45637959999999994,0.4257473,0.44329090000000004,0.33665459999999997,0.3206164,0.22807039999999998,0.15369170000000001,0.1803013,0.2059284,0.2699045,0.3602998,0.3898262,0.40184790000000004,0.32497529999999997,0.36165729999999996,0.4085491,0.34844159999999996,0.309111,0.2690955,0.3831373,0.41243599999999997,0.39402709999999996
"Fremont, Colorado",0.0,0.0,0.36764709999999995,0.25252529999999995,0.37202379999999996,0.3576538,0.3516174,0.3805175,0.46554929999999994,0.40792540000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456621,0.42735039999999996,0.4415010999999999,0.41666670000000006,0.4357298,0.8045977,0.8515815000000001,0.34482759999999996,0.3731343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6410256,0.6060606,0.6211180000000001,0.6535948,0.6451613,0.6493505999999999,0.7246376999999999,0.0,0.0,0.0,0.5249344,0.5420054,0.5333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0492611,0.04995,0.052521000000000005,0.0,0.0,0.0,0.0,0.0,0.0
"Garfield, Colorado",0.0,0.0,0.5142857,0.3797468,0.7063196999999999,0.6859206,0.6834531999999999,0.6985294,1.5662651,1.6585366000000001,2.2016461,1.7342342,1.6775598999999999,2.0736434,2.2153209,0.9186351999999999,0.9722221999999999,1.6393442999999999,0.0,1.5384615,0.7874015999999999,1.5503876,1.4492753999999999,1.459854,1.0822511000000001,1.048218,1.2445886999999998,1.2208068,0.5589430999999999,0.6030701999999999,0.9637188,1.2301587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333,0.6594724000000001,0.6642511999999999,0.5357143,0.17482520000000001,0.15243900000000002,0.1351351,0.1404494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5347594,1.1235955,1.0869565,1.0416667,1.0810811000000002,1.0752688,1.0526316,0.8064515999999999,0.257732,0.2688172,0.2808989,0.27624309999999996,0.2808989,0.3012048,0.29069770000000006,0.3125,0.30487800000000004,0.3289474,0.32258059999999994,0.5518764,0.5411255,0.23474179999999997,0.23640660000000002,0.25839789999999996,0.2564103,0.2604167
"Jefferson, Colorado",1.0846624,0.7432534000000001,0.9900251,0.9939100000000001,1.0305716,1.001593,0.9935661,1.0560397,1.2557329,1.1428443000000001,1.3053271999999998,1.3137893999999999,1.4253234,1.3657463,1.0953406,0.8173413,0.7992176,0.5052724000000001,0.3971572,0.4247501,0.34487209999999996,0.2551584,0.2403786,0.8272149,0.9954546000000001,0.9503792,0.9443423000000001,0.9877572,0.9599433,1.1178041,0.5336375,0.4341258,0.5926209,0.488509,0.46620150000000005,0.7703844,0.8574367,0.9792545,1.0076143,0.7208266999999999,0.7199933000000001,0.9206539,0.7567845,0.5510326999999999,0.44086279999999994,0.32212979999999997,0.32699029999999996,0.3111115,0.11885819999999998,0.066124,0.0857696,0.08849560000000001,0.0916114,0.14926370000000003,0.20954479999999998,0.21159099999999997,0.14626370000000002,0.124859,0.12723589999999999,0.21968049999999997,0.2349183,0.2417908,0.2439299,0.4349638,0.4430554,0.4421795,0.42986409999999997,0.343882,0.2697228,0.32621809999999996,0.18675350000000002,0.31062629999999997,0.3099228,0.2247272,0.22920639999999998,0.2751638,0.35616509999999996,0.4480857,0.5221021,0.6216043000000001,0.6095611999999999
"La Plata, Colorado",0.0,1.4150943,0.9493671,0.7142857,0.6355932,0.6122449000000001,0.6122449000000001,0.21459229999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8928571,0.9174312,0.9009009,0.9433961999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625,1.5086207,1.5086207,0.8695652,0.9174312,0.0,0.0,0.0,0.0,0.0,0.0
"Larimer, Colorado",1.0261345,1.0193543,1.0772496999999999,1.1026241,1.077534,1.0909957000000001,1.0807858,1.0246594,1.2143518,1.1897663,1.0819288999999999,1.0255417,0.9752354999999999,0.8955663,0.9489274999999999,0.5192007000000001,0.6387052,0.8638896,0.9479061,0.8160002,0.8739523000000001,0.9410341999999998,0.9062237,0.7619813,0.6052693,0.6033156999999999,0.6527026999999999,0.6090485999999999,0.49412269999999997,0.3661601,0.5032675999999999,0.47434090000000007,0.5470967,0.6093991999999999,1.1056367,1.380522,1.4529571000000001,1.2199832,1.1686379999999998,0.8833619,0.7785401999999999,0.35792470000000004,0.3573309,0.4246241,0.5068128,0.49968670000000004,0.5009272,0.5649594,0.5082073,0.30236979999999997,0.23117800000000002,0.16126400000000002,0.2052519,0.20355399999999998,0.1183884,0.13295610000000002,0.176952,0.22537,0.2448292,0.1987997,0.27164499999999997,0.2655479,0.25196199999999996,0.3036462,0.2984044,0.33791509999999997,0.3659614,0.281841,0.26804629999999996,0.30203800000000003,0.2584781,0.25272649999999997,0.2735287,0.2559971,0.2674209,0.2756955,0.2553011,0.2021599,0.1445869,0.0322433,0.1274455
"Mesa, Colorado",0.0,1.6240157,1.2898976999999998,1.5407826999999998,1.4493525,1.4121892,1.3960803999999998,1.2417281999999998,1.4528119,1.4819376,1.193845,1.4306465,1.4035796,1.3919911,1.5532451999999999,0.8305648000000001,0.9890110000000001,1.1193111999999998,0.7084785,0.6666667,0.5362776,0.8456244,0.7726864,0.676819,0.39032009999999995,0.3987241,0.3894081,0.3562945,0.1007557,0.3684211,0.8559783000000001,0.8923513000000001,0.9752322,1.0327869,1.0714286,0.8940971999999999,0.6182515000000001,0.0733407,0.19290120000000002,0.1629195,0.1489425,0.13958679999999998,0.278474,0.375,0.5015432,0.48656499999999997,0.5457875,0.7971014,0.804465,0.6643081999999999,0.5114054,0.5811404,0.5,0.4405286,0.2105263,0.21186439999999998,0.3006012,0.295858,0.1006036,0.1402806,0.1676829,0.17515920000000001,0.34468340000000003,0.25006300000000004,0.4573985,0.4498293,0.4153117,0.44149220000000006,0.44042840000000005,0.2494062,0.3686747,0.18204489999999998,0.1926121,0.1941489,0.1333333,0.1340782,0.1437126,0.0,0.10857760000000001,0.10822509999999999,0.10857760000000001
"Montezuma, Colorado",0.0,0.0,0.0,0.0,0.9174312,0.9009009,0.877193,1.4749263000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Montrose, Colorado",0.0,0.0,2.9788557,2.0575601000000003,1.8652648,1.806184,1.7980479999999999,1.4415482,0.20161289999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7042254,1.2738854,1.2738854,0.9615385000000001,0.955414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6993007,1.048951,0.0,1.048951,1.0204082,1.0067114,1.1333333,0.0,0.0,0.3128205,0.32139090000000003,0.7630975,0.7526440999999999,0.6330003000000001,0.6199037,0.42831949999999996,0.4312532,0.4497354,0.0,0.0,0.0,0.0,0.0,0.3125,0.591716,0.5952381,0.625,0.6535948,0.6622517,0.7142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Morgan, Colorado",0.0,0.0,0.0,0.0,2.5,2.4358974,2.4152542,2.5446429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
