,MAE,window,distancing_reduction,recovery_days
170,1216.5771284780392,5,0.45,5
171,754.3346239591622,5,0.45,10
172,608.704881753377,5,0.45,14
173,495.26448437596065,5,0.45,20
174,404.46356086236574,5,0.45,30
175,3373.2046495841505,5,0.56,1
176,2000.0061058316846,5,0.56,3
177,1432.7276235981315,5,0.56,5
178,899.2227120790133,5,0.56,10
179,727.012065984133,5,0.56,14
180,591.5782079992533,5,0.56,20
181,482.38137430771116,5,0.56,30
182,3538.244080760241,5,0.67,1
183,2236.070027122842,5,0.67,3
184,1631.8108379221244,5,0.67,5
185,1037.6522657624537,5,0.67,10
186,841.2164243280923,5,0.67,14
187,685.2672872692422,5,0.67,20
188,558.6271264639603,5,0.67,30
189,3659.025086258071,5,0.78,1
190,2442.6560363145136,5,0.78,3
191,1815.0281971008487,5,0.78,5
192,1169.872958980194,5,0.78,10
193,951.4404987707177,5,0.78,14
194,776.3930573606779,5,0.78,20
195,633.23004835001,5,0.78,30
196,3750.3026690751117,5,0.89,1
197,2623.2620892454506,5,0.89,3
198,1983.523108383182,5,0.89,5
199,1296.1282215067006,5,0.89,10
200,1057.8045042202737,5,0.89,14
201,865.0159535351951,5,0.89,20
202,706.2205505082073,5,0.89,30
203,3821.4608294930877,5,1.0,1
204,2781.0681130012076,5,1.0,3
205,2138.380691170507,5,1.0,5
206,1416.655176767281,5,1.0,10
207,1160.4263061942202,5,1.0,14
208,951.1955033239847,5,1.0,20
209,777.6286888273722,5,1.0,30
210,694.9327284141433,10,0.01,1
211,166.53202718577344,10,0.01,3
212,96.60499685068753,10,0.01,5
213,82.45357908457062,10,0.01,10
214,84.0909162235968,10,0.01,14
215,86.95251203188681,10,0.01,20
216,89.95171535562929,10,0.01,30
217,1638.4789062253149,10,0.12,1
218,627.6337362144128,10,0.12,3
219,396.6507156235668,10,0.12,5
220,218.996511904424,10,0.12,10
221,168.0833645858748,10,0.12,14
222,130.9961716854757,10,0.12,20
223,107.48966827010186,10,0.12,30
224,2318.497307616307,10,0.23,1
225,1034.8986603613723,10,0.23,3
226,682.5838728704118,10,0.23,5
227,394.54111374369705,10,0.23,10
228,308.41112576664955,10,0.23,14
229,242.68699153811627,10,0.23,20
230,190.90348697457372,10,0.23,30
231,2798.6496641406725,10,0.34,1
232,1393.4988456791577,10,0.34,3
233,946.2160675968728,10,0.34,5
234,562.1132419312546,10,0.34,10
235,444.1019971153051,10,0.34,14
236,353.0799276480178,10,0.34,20
237,280.76857875632726,10,0.34,30
238,3134.1378892184484,10,0.45,1
239,1708.4511345166725,10,0.45,3
240,1189.0286248096897,10,0.45,5
241,722.01322836486,10,0.45,10
242,574.8885186502001,10,0.45,14
243,460.2864628293558,10,0.45,20
244,368.555960192902,10,0.45,30
245,3369.000345242639,10,0.56,1
246,1984.4534379437566,10,0.56,3
247,1412.4434404153121,10,0.56,5
248,874.540444974558,10,0.56,10
249,700.921260355254,10,0.56,14
250,564.3834234545603,10,0.56,20
251,454.298855005199,10,0.56,30
252,3535.9727238240657,10,0.67,1
253,2225.8683224039933,10,0.67,3
254,1617.8208213079754,10,0.67,5
255,1019.9870813980041,10,0.67,10
256,822.3479725592354,10,0.67,14
257,665.4476927054493,10,0.67,20
258,538.0377903345658,10,0.67,30
259,3657.9001297061436,10,0.78,1
260,2436.715142069999,10,0.78,3
261,1806.458003323593,10,0.78,5
262,1158.6380176832438,10,0.78,10
263,939.3135440710533,10,0.78,14
264,763.5549799924756,10,0.78,20
265,619.8128003059844,10,0.78,30
266,3749.8708714383097,10,0.89,1
267,2620.6694024481944,10,0.89,3
268,1979.588281782538,10,0.89,5
269,1290.7707226970495,10,0.89,10
270,1051.9599667458335,10,0.89,14
271,858.7798083220183,10,0.89,20
272,699.6634214898512,10,0.89,30
273,3821.4608294930877,10,1.0,1
274,2781.0681130012076,10,1.0,3
275,2138.380691170507,10,1.0,5
276,1416.655176767281,10,1.0,10
277,1160.4263061942202,10,1.0,14
278,951.1955033239847,10,1.0,20
279,777.6286888273722,10,1.0,30
280,641.2935074270412,14,0.01,1
281,106.1645865331376,14,0.01,3
282,88.75072471492754,14,0.01,5
283,114.37902455510785,14,0.01,10
284,124.48696462162151,14,0.01,14
285,131.91770041217652,14,0.01,20
286,137.70039122944198,14,0.01,30
287,1603.6207939320698,14,0.12,1
288,574.1968389370047,14,0.12,3
289,338.9449532640043,14,0.12,5
290,159.13696360543727,14,0.12,10
291,116.05955606838792,14,0.12,14
292,95.47787988643982,14,0.12,20
293,87.89690286301003,14,0.12,30
294,2296.7623316459926,14,0.23,1
295,993.7069201336451,14,0.23,3
296,636.0511964102401,14,0.23,5
297,343.6548389230376,14,0.23,10
298,256.22583857143496,14,0.23,14
299,189.51016969505164,14,0.23,20
300,139.01261229868518,14,0.23,30
301,2785.589902868419,14,0.34,1
302,1362.480478273097,14,0.34,3
303,909.5010386161318,14,0.34,5
304,520.533766643503,14,0.34,10
305,401.03341705009746,14,0.34,14
306,308.86458175261726,14,0.34,20
307,235.6433102273786,14,0.34,30
308,3126.5458212288663,14,0.45,1
309,1685.7985577038887,14,0.45,3
310,1160.8949259810724,14,0.45,5
311,688.9943647644596,14,0.45,10
312,540.3393544789108,14,0.45,14
313,424.54814062660296,14,0.45,20
314,331.8675961936759,14,0.45,30
315,3364.7264240087648,14,0.56,1
316,1968.6060497166086,14,0.56,3
317,1391.7684814487307,14,0.56,5
318,849.3775172956801,14,0.56,10
319,674.320908694263,14,0.56,14
320,536.6564237261762,14,0.56,20
321,425.6658741163454,14,0.56,30
322,3533.6672870890848,14,0.67,1
323,2215.492958333137,14,0.67,3
324,1603.5899332076647,14,0.67,5
325,1002.0156819842689,14,0.67,10
326,803.1518806479511,14,0.67,14
327,645.2835108990118,14,0.67,20
328,517.0901446204465,14,0.67,30
329,3656.760097314416,14,0.78,1
330,2430.6851769607565,14,0.78,3
331,1797.758339082757,14,0.78,5
332,1147.2327241584112,14,0.78,10
333,927.0025565154598,14,0.78,14
334,750.5219631530193,14,0.78,20
335,606.1917292577238,14,0.78,30
336,3749.4339083822247,14,0.89,1
337,2618.043304994681,14,0.89,3
338,1975.6025291794406,14,0.89,5
339,1285.3437842163391,14,0.89,10
340,1046.0396588263134,14,0.89,14
341,852.4628040002308,14,0.89,20
342,693.0212632195465,14,0.89,30
343,3821.4608294930877,14,1.0,1
344,2781.0681130012076,14,1.0,3
345,2138.380691170507,14,1.0,5
346,1416.655176767281,14,1.0,10
347,1160.4263061942202,14,1.0,14
348,951.1955033239847,14,1.0,20
349,777.6286888273722,14,1.0,30
